rainfall_mm,duration_hr,wind_speed_kmph,humidity_pct,temperature_c,pressure_hpa,antecedent_rain_3d_mm,elevation_m,slope_pct,drainage_vulnerability,imperviousness,soil_infiltration,city,area,latent_score,risk_class
1.2,6.2,28.2,59.5,29.6,1009.2,9.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,1.137,0
43.9,6.8,23.2,60.3,28.8,1007.7,5.5,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,29.006,1
385.0,18.8,63.3,82.6,17.5,1003.9,10.7,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,156.583,2
134.9,8.2,31.5,82.4,26.2,1013.5,76.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,228.203,2
16.5,16.1,22.1,78.8,27.7,1014.5,17.1,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,3.798,0
109.0,7.8,19.1,72.3,27.5,1009.2,10.0,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,118.672,2
400.0,3.1,13.6,100.0,19.0,1001.6,34.5,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
29.7,1.7,16.5,76.4,31.6,1013.9,7.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,150.702,2
65.5,12.1,30.5,71.7,26.1,1007.8,37.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,18.808,1
2.6,22.3,0.0,45.9,31.7,1008.5,4.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,0.278,0
0.1,10.3,27.3,61.6,30.4,1006.6,9.1,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,0.855,0
29.5,11.1,36.7,59.4,29.1,1008.6,5.5,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,15.926,0
307.2,8.3,7.2,80.5,21.2,1003.3,17.5,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
139.9,11.1,14.5,86.4,32.4,1003.7,5.7,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,165.541,2
400.0,4.7,19.9,100.0,20.2,999.4,11.7,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
400.0,4.6,0.0,96.4,19.5,1003.4,17.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
100.2,6.4,24.2,64.9,28.8,1010.5,10.4,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,125.497,2
60.7,16.4,12.7,71.9,30.6,1009.3,147.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,19.949,1
54.2,3.0,33.2,62.6,30.4,1007.5,19.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,184.497,2
57.3,10.0,20.5,54.6,28.9,1004.4,2.9,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,41.473,1
400.0,10.3,8.2,96.1,15.7,1001.9,6.8,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,250.0,2
371.6,13.2,28.4,100.0,22.9,1002.6,39.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,166.129,2
74.3,12.3,16.2,84.1,23.4,1015.7,8.4,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,31.213,1
400.0,6.2,30.2,100.0,21.6,998.7,33.9,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
44.6,7.9,27.3,55.4,35.5,1006.5,5.8,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,28.304,1
76.4,26.4,30.5,79.6,25.2,1008.2,3.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,21.469,1
131.7,16.1,3.1,80.3,23.1,999.6,4.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,142.905,2
45.8,5.2,14.7,69.0,28.5,1008.2,2.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,69.797,2
12.3,8.2,33.8,56.5,31.7,1012.1,10.4,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,5.509,0
64.0,9.4,3.6,75.5,23.6,1012.6,17.3,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,51.739,1
322.2,8.0,12.8,71.6,25.0,1007.1,12.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
276.2,2.2,28.8,79.9,21.3,1001.1,8.4,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
95.7,8.3,11.1,73.7,29.7,1006.0,24.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,73.506,2
95.5,2.8,18.1,79.8,29.3,1003.2,8.1,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
221.2,13.5,25.8,84.3,21.3,1007.2,3.6,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,243.834,2
156.9,7.3,29.4,83.8,26.5,1001.0,6.0,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
4.8,6.5,38.8,61.4,27.3,1006.6,7.1,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,3.626,0
257.2,11.8,20.7,82.9,27.9,1008.6,16.0,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,207.142,2
10.6,8.0,15.4,71.1,30.4,1010.8,17.5,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,5.461,0
3.8,7.6,22.4,60.6,27.6,1007.5,6.7,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,2.889,0
29.3,28.2,28.4,56.8,29.9,1006.8,4.3,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,5.413,0
16.1,5.8,30.1,63.3,26.0,1010.3,11.8,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,10.635,0
300.6,4.8,31.3,94.2,22.3,1001.2,7.1,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
80.0,15.6,32.3,68.2,32.7,1007.5,145.0,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,85.604,2
5.4,14.4,48.6,65.9,32.4,1010.8,13.1,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,2.431,0
174.0,4.4,44.5,77.1,31.1,1005.6,6.4,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
19.0,17.4,30.6,67.1,31.9,1005.7,23.6,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,5.313,0
32.8,4.9,22.4,63.2,24.3,1009.5,1.1,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,48.443,1
0.8,5.6,42.0,54.5,31.1,1010.1,2.7,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,1.51,0
22.9,18.7,28.5,79.6,35.0,1008.0,31.0,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,10.732,0
300.3,20.0,9.7,100.0,22.3,1006.4,19.1,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,118.189,2
110.5,26.1,25.1,77.0,20.9,1007.7,9.6,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,24.94,1
55.5,5.5,29.6,61.4,33.2,1007.9,9.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,57.157,1
33.9,14.5,23.1,61.8,25.8,1011.8,6.5,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,10.187,0
13.6,9.1,21.0,45.5,30.0,1014.2,13.8,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,6.637,0
103.8,5.6,4.6,72.2,24.4,1014.3,25.8,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,118.046,2
33.3,5.2,36.4,60.7,26.0,1012.5,5.4,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,31.972,1
267.0,7.7,29.4,92.0,26.0,1006.9,51.8,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
84.2,4.7,48.9,70.2,31.1,1010.4,5.2,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,185.393,2
148.7,9.9,12.6,78.9,28.2,1010.7,4.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,105.332,2
220.9,5.6,22.2,88.6,24.0,1006.7,7.6,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,250.0,2
78.3,6.9,13.6,79.2,32.8,1007.9,8.0,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,190.473,2
3.7,15.1,3.3,60.4,28.0,1010.3,2.7,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,0.687,0
8.4,20.2,29.3,54.3,29.7,1008.4,22.5,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,2.529,0
190.5,17.5,29.5,73.2,29.9,1007.8,35.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,49.259,1
84.7,7.9,22.4,80.5,29.0,999.2,7.1,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,83.008,2
98.5,13.0,15.7,70.2,29.2,1006.1,5.2,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,28.444,1
89.5,12.2,18.1,45.7,25.6,1010.5,39.3,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,118.629,2
1.2,11.8,20.1,56.7,30.4,1005.6,6.5,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,0.837,0
1.7,7.3,9.1,73.5,22.7,1013.0,16.7,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,0.639,0
31.0,6.8,17.5,71.5,24.8,1006.0,10.2,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,23.776,1
111.4,7.8,29.7,70.5,26.7,1008.5,3.2,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,62.689,2
16.1,18.8,37.3,76.5,26.6,1007.8,9.7,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,4.113,0
102.5,3.9,23.4,84.4,27.6,1011.3,157.6,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
121.5,5.5,18.0,68.3,27.7,1007.2,13.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
93.4,1.1,43.3,66.8,30.6,1008.3,8.9,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
201.4,5.6,25.3,86.6,25.8,1007.4,8.3,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,250.0,2
342.9,32.5,33.0,85.3,21.2,1006.8,9.6,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,105.979,2
400.0,14.1,38.6,96.4,17.9,1003.8,69.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
42.0,5.5,33.5,70.2,29.8,1008.5,15.3,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,51.282,1
0.4,10.7,6.1,69.8,30.6,1005.9,7.9,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,0.25,0
106.5,7.7,17.1,66.7,32.8,1002.5,20.2,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,176.27,2
400.0,3.2,9.1,94.7,20.0,1001.4,4.0,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,250.0,2
24.4,10.1,31.5,71.4,27.6,1013.0,32.8,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,27.424,1
64.0,4.2,3.5,87.8,30.0,1003.9,10.4,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,97.883,2
3.3,4.1,18.4,67.7,28.0,1005.4,17.5,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,2.371,0
2.8,2.9,21.9,50.1,28.4,1004.9,1.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,3.861,0
5.0,11.7,16.7,48.8,28.6,1010.9,16.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,1.55,0
22.0,6.2,31.2,65.5,28.7,1010.6,4.4,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,17.298,1
6.7,9.9,0.0,52.7,34.1,1010.3,37.0,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,1.135,0
2.9,20.4,6.0,72.2,30.3,1013.8,21.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,0.413,0
10.4,6.6,44.0,73.6,26.5,1014.2,131.9,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,11.299,0
49.3,9.9,24.8,61.3,27.1,1008.9,8.9,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,16.047,1
24.6,10.3,34.9,68.3,30.2,1010.4,19.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,6.883,0
21.2,7.4,38.4,72.5,28.4,1009.2,11.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,31.599,1
144.1,8.6,39.6,75.9,24.9,1008.0,8.5,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,230.864,2
61.3,14.9,34.1,55.4,33.2,1006.8,10.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,21.047,1
5.5,9.2,26.7,79.6,25.3,1009.6,8.6,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,3.773,0
78.2,8.7,35.2,58.3,24.7,1012.4,18.9,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,144.797,2
18.3,8.5,32.2,56.3,24.3,1008.0,13.3,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,22.546,1
19.6,12.3,11.5,60.2,28.5,1011.5,102.5,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,12.482,0
10.0,7.5,27.1,60.3,28.4,1007.6,2.4,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,4.582,0
275.9,6.5,9.3,76.0,19.5,1003.9,15.9,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
30.0,15.6,1.7,54.6,29.0,1009.5,1.8,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,6.813,0
175.0,18.9,25.5,81.8,25.4,1009.2,21.9,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,177.65,2
5.0,17.8,45.2,58.1,35.0,1016.8,10.6,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,2.334,0
11.1,3.5,0.0,52.6,28.6,1008.3,9.2,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,21.588,1
400.0,30.5,14.7,100.0,21.0,1007.9,13.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,137.072,2
6.3,6.8,39.1,70.1,32.0,1010.1,10.5,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,2.705,0
62.7,13.3,33.0,89.4,27.4,1008.9,37.8,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,23.712,1
23.1,6.3,7.9,70.7,26.7,1013.1,11.0,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,29.175,1
38.7,25.6,11.6,61.1,31.9,1007.9,6.3,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,6.95,0
19.7,4.4,12.4,68.1,28.0,1009.7,25.5,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,24.207,1
4.6,4.2,17.4,57.7,27.8,1008.0,37.6,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,4.034,0
332.1,20.7,13.3,86.4,21.1,1008.7,12.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,181.776,2
14.2,5.5,19.9,63.6,31.0,1007.8,27.3,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,18.216,1
134.5,15.6,33.1,85.7,19.5,1010.8,15.6,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,54.831,1
306.0,22.3,49.5,98.1,21.5,1005.7,16.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,108.113,2
11.6,6.3,21.6,51.9,29.6,1013.0,12.4,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,8.062,0
70.1,5.3,34.5,74.7,29.7,1009.8,5.6,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,82.413,2
1.4,6.1,36.1,67.8,31.2,1007.5,14.3,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,1.421,0
95.4,7.7,1.0,61.5,27.6,1007.4,14.3,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,151.118,2
100.0,26.2,44.9,74.0,28.8,1009.1,18.9,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,22.737,1
383.8,2.5,24.4,98.7,15.0,1002.4,5.5,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
7.8,2.0,14.1,56.8,33.3,1013.7,7.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,13.402,0
5.2,4.6,43.1,68.5,31.2,1007.0,11.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,4.205,0
400.0,7.7,36.8,91.2,22.8,1003.0,31.1,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
94.8,10.8,0.0,77.4,33.6,1001.8,24.7,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,65.46,2
276.3,8.5,29.6,78.1,20.4,1003.3,19.0,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,250.0,2
8.5,10.7,34.9,55.7,29.0,1009.0,7.1,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,3.13,0
2.2,14.6,58.1,56.2,32.9,1008.7,28.4,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,2.467,0
133.5,24.2,13.6,87.4,24.7,1002.2,7.1,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,98.836,2
347.8,5.8,14.0,99.3,24.2,1003.9,60.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
142.3,14.5,36.9,82.9,26.0,999.6,3.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,63.909,1
12.4,8.9,13.1,53.7,28.6,1012.4,6.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,12.765,1
86.4,27.0,21.4,70.6,28.9,1006.5,16.2,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,11.842,0
3.0,3.9,39.1,69.6,23.0,1008.3,13.1,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,2.673,0
78.9,6.6,7.4,59.1,29.5,1008.8,17.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,140.96,2
87.4,14.6,38.6,69.2,30.3,1002.3,2.1,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,33.717,1
293.1,4.9,21.7,75.1,20.9,998.2,5.3,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
98.1,20.7,17.3,75.5,28.9,1008.4,44.4,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,37.225,1
4.3,3.0,15.8,62.3,27.6,1011.5,21.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,4.358,0
24.7,5.4,9.9,52.6,29.5,1011.8,16.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,12.984,0
71.8,2.2,43.8,62.3,28.5,1009.6,13.7,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
400.0,12.0,12.0,98.8,16.6,999.1,17.3,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
70.0,4.3,37.6,76.1,20.6,1007.9,20.6,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,98.129,2
136.8,7.0,17.7,76.7,25.0,1003.9,13.2,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
124.0,18.4,0.3,79.3,29.7,1001.9,18.3,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,81.158,2
139.5,7.3,17.9,73.3,24.1,1008.3,47.5,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
73.8,12.1,12.7,70.1,27.5,1013.0,11.5,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,31.457,1
15.8,3.7,27.3,77.0,29.7,1013.4,7.6,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,18.393,1
400.0,3.8,25.8,98.2,19.2,1001.8,5.9,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,250.0,2
24.5,8.9,27.9,68.8,27.6,1010.1,6.1,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,11.038,0
92.5,3.3,29.0,75.3,29.3,1007.4,13.9,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
6.4,25.6,34.9,48.5,26.7,1005.7,31.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,2.1,0
21.0,9.4,27.9,45.9,31.6,1008.1,12.1,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,10.189,0
298.8,7.8,0.8,88.7,23.6,1003.0,21.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
20.5,3.3,27.1,80.6,29.5,1009.2,17.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,19.433,1
64.3,4.8,13.4,69.7,31.3,1006.8,156.6,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,164.674,2
35.7,4.6,10.0,86.2,32.3,1007.4,10.4,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,39.078,1
61.1,5.1,43.8,72.2,27.7,1008.1,16.3,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,94.08,2
146.6,12.5,34.9,62.7,22.1,1006.6,300.0,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,168.023,2
88.9,8.1,45.4,70.4,25.9,1005.9,70.1,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,70.284,1
99.3,7.3,17.6,72.6,28.0,1006.0,8.7,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,87.045,2
52.6,5.3,24.3,59.3,26.0,1005.8,16.5,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,107.002,2
15.4,5.9,30.6,53.2,31.7,1011.8,42.3,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,9.966,0
75.1,15.7,25.1,66.2,31.5,1003.0,31.1,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,29.323,1
187.1,8.5,10.2,97.1,26.4,1001.6,62.0,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
78.7,4.4,0.4,64.0,25.8,1002.1,34.4,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,125.559,2
139.3,3.2,24.4,65.1,24.8,1009.9,15.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
89.9,25.9,36.7,80.9,28.1,1011.4,35.3,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,27.426,1
6.3,7.3,31.0,55.9,30.4,1013.6,5.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,2.343,0
9.5,12.9,20.8,56.0,28.1,1005.4,5.5,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,3.497,0
41.0,2.6,37.2,64.2,27.0,1009.0,2.2,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,122.19,2
14.5,2.7,9.8,58.2,30.5,1010.4,17.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,15.371,1
17.5,8.2,15.3,55.0,31.1,1003.8,11.5,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,9.049,0
8.7,4.3,2.5,68.7,30.0,1011.7,7.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,6.475,0
91.2,12.2,23.8,77.9,28.2,1010.0,28.5,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,49.866,1
19.4,15.3,19.3,63.1,28.8,1010.3,11.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,6.156,0
67.1,24.2,9.3,57.0,25.9,1009.9,22.8,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,30.061,1
155.3,4.1,43.5,77.2,22.6,1012.2,6.6,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
69.0,14.0,11.7,69.5,32.5,1006.7,16.5,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,25.589,1
50.1,14.4,36.5,75.2,25.3,1008.6,5.6,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,11.318,0
119.3,5.1,21.1,70.0,27.4,1003.9,11.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,161.808,2
400.0,10.9,28.3,100.0,17.3,1002.3,1.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
5.6,8.9,16.5,49.8,31.6,1009.7,4.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,2.606,0
0.1,4.4,6.9,66.7,34.1,1009.8,2.4,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,0.227,0
297.8,3.6,1.7,85.3,19.4,1004.3,19.5,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
400.0,5.5,0.0,100.0,18.2,1003.7,3.8,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
400.0,6.4,14.9,93.2,17.5,1005.6,44.3,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
49.2,16.1,20.3,68.2,29.2,1010.2,13.4,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,41.301,1
4.1,12.6,41.3,50.4,29.9,1006.2,4.0,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,1.95,0
372.7,16.8,17.7,84.0,25.2,1005.7,18.5,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
96.1,30.5,30.7,78.5,27.5,1008.8,9.5,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,39.159,1
3.7,3.5,52.6,64.3,27.9,1011.6,6.5,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,4.555,0
259.0,30.8,32.8,92.8,28.2,1008.6,41.6,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,63.417,1
224.1,21.2,17.9,68.7,22.0,1004.8,8.3,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,215.386,2
28.2,20.5,10.7,62.6,29.4,1009.4,6.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,13.391,0
91.7,4.1,28.9,72.8,29.8,1007.8,8.0,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,150.693,2
177.0,8.4,3.2,95.8,25.8,1008.4,15.2,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,239.6,2
11.0,11.6,36.0,59.7,30.9,1008.2,21.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,4.953,0
63.3,1.4,29.3,62.3,26.5,1011.6,6.0,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
9.8,2.8,39.6,73.6,28.5,1006.0,8.0,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,13.768,0
76.6,10.2,35.6,62.9,28.5,1011.4,18.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,82.006,2
11.8,3.0,5.3,59.6,26.4,1008.7,9.7,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,22.343,1
